area,perimeter,physiological_length,physiological_width,aspect_ratio,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,energy,homogeneity,correlation,dissimilarity,label
39915.0,961.4213533401489,256,256,1.0,114.05337524414062,130.5381317138672,89.97955322265625,62.18390591223168,51.92490932419539,68.48421420024187,468.6124387254904,0.015096163437676913,0.1277748556076368,0.9244015280674325,13.929442401960785,1
33666.5,876.4579305648804,256,231,1.1082251082251082,116.7794189453125,126.4295654296875,108.5113525390625,55.660108861823396,42.13180475693836,59.93359025615689,356.3271905637256,0.012368475522617672,0.09627384895808558,0.9215750096939254,13.164996936274513,1
39244.0,891.7056245803833,256,227,1.1277533039647578,121.59078979492188,126.56585693359375,98.61782836914062,50.38849889542098,43.35998306187419,60.64738534061596,173.71086090686282,0.018212475881706314,0.17262155655626873,0.9590845387597492,8.196645220588236,1
35568.0,830.87719810009,230,220,1.0454545454545454,111.3995361328125,120.61166381835938,95.3770751953125,52.29819766757756,43.885318569845495,58.48899799379849,413.73054534313746,0.01256032640043368,0.11060027564548564,0.9069778786631483,13.826623774509809,1
39484.5,870.7178169488907,256,225,1.1377777777777778,102.14080810546875,112.08090209960938,82.87184143066406,40.547012851780266,29.821788962772214,49.32429169571952,166.46829044117652,0.016299415526206434,0.13119002905471566,0.9262115981481568,9.03982843137255,1
35073.5,904.7178168296814,221,256,0.86328125,124.96165466308594,132.29978942871094,111.14833068847656,54.479027398087624,44.67956712209037,62.00773954720432,618.8396905637259,0.010085498597732757,0.07432917440452708,0.869481698280972,17.664782475490206,1
38746.0,914.4507911205292,256,229,1.1179039301310043,121.16146850585938,127.67570495605469,104.86967468261719,46.875601451263634,36.94817181503702,54.6902348495109,144.1977941176471,0.01975504949229992,0.17858310709469,0.9561131754511791,7.380575980392158,1
31836.5,885.8305151462555,256,224,1.1428571428571428,129.37364196777344,133.60569763183594,100.65184020996094,46.643892138032506,39.0827849347352,64.21903263677048,454.8965839460787,0.012684614412150125,0.09723225169696256,0.8766285150254293,14.367662377450987,1
35638.5,932.9432127475739,256,256,1.0,107.58831787109375,117.03680419921875,104.03227233886719,51.77286172960111,40.2206483009386,51.61916493748057,166.31012561274517,0.017432571117178296,0.16070597375489898,0.9579427471419452,8.408808210784315,1
43196.5,937.4041086435318,256,256,1.0,107.89848327636719,119.16670227050781,94.13499450683594,48.62373811067799,37.899163377872284,55.062912169851,174.41812193627456,0.01728808742625104,0.14847724133986717,0.9508486215657489,8.819224877450981,1
33462.0,817.9898946285248,222,222,1.0,99.932373046875,110.85093688964844,89.30525207519531,46.342793886941635,34.156374818056925,52.466131774717624,384.88233762254924,0.011976453277647103,0.08176604753628264,0.8719957472903382,14.252864583333343,1
44805.5,963.1787127256393,256,256,1.0,120.62553405761719,126.79835510253906,97.19500732421875,55.729794691411364,42.31245605154171,62.80075049059974,698.0262408088241,0.010575873223348263,0.06391508126347878,0.8447589930071416,18.951731004901973,1
39708.5,940.1736607551575,256,256,1.0,102.18850708007812,111.48860168457031,89.63706970214844,49.69506366608331,38.84380921544017,57.133345674579324,139.86522671568633,0.021576372411813986,0.18442465455328758,0.9632291579738865,7.580974264705883,1
33326.0,876.2741669416428,226,256,0.8828125,121.73934936523438,133.2180938720703,100.02244567871094,50.4284979959105,42.1613170674817,59.51528323834585,295.5034313725492,0.013613533299139743,0.12465797972808006,0.9265338105486226,11.292187500000006,1
34744.0,879.4457391500473,225,256,0.87890625,94.66458129882812,102.16514587402344,88.80671691894531,49.62625033264258,38.512488309260895,50.433956158176166,223.0434895833334,0.013621137127383975,0.1196711080243513,0.9388880601190919,10.38745404411765,1
41284.0,899.705623626709,231,256,0.90234375,103.54971313476562,114.09672546386719,93.51473999023438,49.946505201822845,43.161783356345104,53.68728737287159,456.46145833333355,0.0116650769691703,0.10227431483302887,0.889451308532359,14.52919730392157,1
38923.5,879.4873671531677,230,256,0.8984375,105.1717529296875,115.84713745117188,101.28952026367188,52.65629589392929,37.84898779922564,50.82023633294955,177.43310355392163,0.015872726089984353,0.14192384312387168,0.9523967885562982,9.084053308823531,1
28858.5,751.629504442215,197,227,0.8678414096916299,128.39096069335938,135.6800079345703,116.29212951660156,51.240740994600195,39.64772868177899,57.73683368892581,384.59405637254923,0.012712218160947962,0.09490688986135973,0.9017377411197802,13.630361519607849,1
39871.0,878.8183233737946,256,227,1.1277533039647578,121.12278747558594,134.55325317382812,109.38096618652344,56.0863040911938,43.91998369825011,67.54890054246754,287.3963694852942,0.016623343685469152,0.16474524791000128,0.9413165746193762,10.663403799019608,1
45163.0,956.7350618839264,256,256,1.0,112.33683776855469,112.45985412597656,100.75680541992188,46.73296993468645,33.2829157025683,54.17363063837151,111.52899816176475,0.02181051684084208,0.20249597370703526,0.9627262981235438,6.807061887254904,1
37259.0,874.6761871576309,256,221,1.158371040723982,114.25045776367188,125.92617797851562,103.06559753417969,48.870016871132634,37.84799285949967,53.8854173111294,262.88265931372564,0.012919561838931767,0.10371916498339773,0.9245562916973591,11.585049019607847,1
39288.5,960.374670624733,256,256,1.0,122.78536987304688,130.8483428955078,111.2139892578125,63.597022121534614,51.38405938458422,68.73347313502359,299.6461243872551,0.016038251794009833,0.15782267638324043,0.9532204049911782,11.152864583333336,1
41541.5,893.4629843235016,256,224,1.1428571428571428,108.44229125976562,107.68064880371094,80.71873474121094,39.4784374526805,34.852053141776565,51.081887485561815,225.833149509804,0.014174925352683356,0.11587991729772959,0.9095949498606841,10.524846813725494,1
36666.5,967.4041081666946,256,256,1.0,131.82769775390625,138.41297912597656,113.12315368652344,63.30545934038643,54.27424293948828,67.28517076680224,538.4194699754905,0.012612106096237159,0.11783838819459086,0.9191475980314843,14.829794730392159,1
35268.0,924.4995614290237,256,256,1.0,123.578125,128.09283447265625,109.05484008789062,58.906411896743705,45.87352668330834,65.6516973811767,228.7832107843138,0.02079422567975521,0.181407170373411,0.9568283420312993,9.670526960784315,1
41886.0,891.0782076120377,222,256,0.8671875,103.4700927734375,118.82057189941406,97.32011413574219,51.388760230886724,37.2764956270762,53.59069200880028,275.1305912990197,0.013736748018719498,0.12397540660297668,0.9228822052553856,11.264996936274514,1
38188.5,836.2914106845856,224,229,0.9781659388646288,117.45147705078125,131.6305694580078,94.39985656738281,51.973925244193595,42.08958122691256,62.61966166434442,214.8068014705883,0.015226619366632279,0.15066511125299803,0.9484192041102317,9.122671568627453,1
35305.0,946.4751769304276,256,256,1.0,113.63188171386719,121.86978149414062,106.28533935546875,46.220750316296666,36.36564609617564,50.62789315765648,258.77095588235306,0.013692423849416898,0.10896339636743493,0.9190261780969937,11.267830882352943,1
32472.5,834.2914117574692,229,224,1.0223214285714286,111.80833435058594,114.37567138671875,95.13726806640625,40.62253288177613,36.447606977122796,51.9295234126283,291.37504595588246,0.015207821520860877,0.11235749383296231,0.8994430626473436,11.87961090686275,1
40784.0,1002.3330401182175,256,256,1.0,124.82975769042969,132.69195556640625,106.8426513671875,58.11025460943882,46.83754089190379,60.70076780897551,471.1796875000002,0.011345783588305527,0.09951849770560801,0.9097099272933206,14.710539215686278,1
48336.0,1283.137082695961,256,256,1.0,122.90242004394531,132.46722412109375,95.57926940917969,53.04566154266394,44.39108897603313,64.79659455798537,396.28042279411784,0.011190244246647187,0.09186277416616773,0.913012610001799,13.605514705882356,1
44057.0,1034.5929261446,256,256,1.0,92.04563903808594,102.23419189453125,78.76919555664062,47.25641317994698,39.43877477704332,50.2276177129233,289.3752450980394,0.01305308415846058,0.1259407606207539,0.9182656688708759,11.371721813725497,1
33018.5,916.1736614704132,256,216,1.1851851851851851,108.86767578125,119.27955627441406,102.40931701660156,46.91120061856188,35.32145628640977,49.887355575567284,266.79860600490207,0.013282460240107504,0.10615841190991764,0.9147276796918475,11.4569699754902,1
41418.0,959.0193330049515,256,256,1.0,126.775390625,140.13441467285156,98.50865173339844,50.96122370851093,38.574987322475174,62.1691289671508,327.7525888480394,0.014103860377307771,0.13183935871303548,0.9145305928957284,11.58678002450981,1
32892.0,893.8477605581284,221,256,0.86328125,127.995849609375,133.28701782226562,112.47407531738281,56.561155304810406,45.89109502353539,63.334353195621304,431.9337622549021,0.013769490642050295,0.1120920094278733,0.914729024604952,13.8890012254902,1
36373.5,784.0904017686844,217,216,1.0046296296296295,105.07269287109375,107.9525146484375,98.45819091796875,36.85576284394331,29.009578892232618,45.15462182184351,136.80614276960787,0.018605404809709736,0.1513601473329082,0.9313398891625793,7.970542279411766,1
42755.5,952.634556889534,256,256,1.0,110.76673889160156,118.69877624511719,92.56474304199219,56.889660115001796,46.573798332639534,58.05568774781431,516.1146905637256,0.01175585145535293,0.10057426439358381,0.8972330979024078,15.459604779411766,1
36347.0,897.3624777793884,225,256,0.87890625,123.1812744140625,129.4927520751953,105.90208435058594,43.57424456870469,33.31637134087467,50.41031390353316,157.32118566176476,0.017254014833870155,0.1577965953904118,0.9404278456620137,8.2085631127451,1
38834.5,924.3502860069275,227,256,0.88671875,131.6068572998047,134.2159881591797,110.8509521484375,51.893980619951336,45.053765909475715,61.38314810007258,527.8494791666669,0.01269269616465268,0.09887794334250521,0.8847366313153894,15.283578431372554,1
34906.0,926.2741646766663,223,256,0.87109375,132.00558471679688,141.16748046875,121.04777526855469,50.953668822922026,37.40957843182524,57.33210023752649,616.1346200980395,0.010588003251601925,0.07096175795678325,0.831762508442312,17.77095588235295,1
35108.0,826.1320300102234,221,228,0.9692982456140351,112.22608947753906,121.50782775878906,94.89479064941406,48.49824961733781,36.991578661246564,55.75855351424872,515.6558517156865,0.01036267500819764,0.07071716177449922,0.8485608117031855,16.81142769607844,1
40439.5,976.4335469007492,256,256,1.0,115.06303405761719,127.33697509765625,98.28970336914062,51.79266052776681,43.54829799018732,57.50018279891883,325.788005514706,0.01352476490607767,0.13874590318246172,0.9245857975517774,11.775505514705884,1
38220.0,933.7888835668564,256,256,1.0,107.65924072265625,115.5533447265625,99.37567138671875,45.60879223098547,36.09628802351394,49.92777574343699,327.3487285539218,0.012955072006692582,0.10093104990795446,0.8962151682246403,12.57130821078432,1
36334.5,901.6639937162399,226,256,0.8828125,118.69891357421875,129.08509826660156,104.15969848632812,55.19387368782277,44.50427609709681,61.28979776133942,607.5647212009806,0.010586473904376729,0.0795836465377115,0.8710626904785803,17.366099877450985,1
36991.5,863.8893909454346,256,221,1.158371040723982,132.6018524169922,137.41065979003906,108.81141662597656,65.25886447779226,57.57706030025388,73.3239456489141,539.6166666666669,0.0135428796258288,0.10983706962363796,0.9269711960824125,15.658762254901966,1
35349.0,882.2741643190384,222,256,0.8671875,111.482177734375,118.65109252929688,89.97602844238281,60.22118441209666,46.378415520310135,63.54113534595445,380.9751685049022,0.012173418405491585,0.11080897503942579,0.9285349068471263,12.876455269607847,1
40536.5,1016.0315246582031,256,256,1.0,121.18507385253906,132.1555633544922,95.45240783691406,44.61835030372966,35.731112746243035,58.030856055354405,271.1584558823531,0.013492850192590332,0.11782718335906295,0.9107957490758286,11.144332107843141,1
36036.5,916.2914115190506,225,256,0.87890625,107.49163818359375,114.86187744140625,95.68165588378906,45.66792271057626,36.425582002345394,51.87376919113323,315.1179227941178,0.01333871629372465,0.09891640499565008,0.900332899036075,12.488449754901964,1
41844.0,895.362478852272,256,230,1.1130434782608696,118.44967651367188,126.18325805664062,99.54551696777344,58.3875930609828,45.34560231324193,58.32934827007666,548.4275888480395,0.010217656566083746,0.07796026712330117,0.8903262264964746,16.527987132352948,1
36010.5,950.8010762929916,256,256,1.0,119.47019958496094,127.41270446777344,84.117919921875,48.775457188998345,35.05759477647515,66.8167106324873,348.8271139705884,0.013726571518647278,0.10258694088854525,0.8989908809476375,12.84381127450981,1
37774.5,898.717817902565,225,256,0.87890625,115.96566772460938,120.79508972167969,108.75347900390625,54.70079871121148,41.29566624325279,53.935047675693625,209.4879289215687,0.016630950638471444,0.1491840305317118,0.9512694531100512,9.61544117647059,1
38735.0,956.617311835289,256,228,1.1228070175438596,112.96923828125,118.69071960449219,104.0211181640625,43.851246196367924,37.19645092260202,48.779116150575646,231.09011948529422,0.013290483021894645,0.11453689837710722,0.9259287402173091,10.709114583333337,1
43121.5,940.9188276529312,256,256,1.0,103.63706970214844,109.47898864746094,88.19209289550781,52.61398768557657,38.72467336939116,55.19518902898578,174.14577205882358,0.016966757830887767,0.14403203228788672,0.9546735956381976,8.954319852941179,1
36953.5,878.7766921520233,256,220,1.1636363636363636,128.53482055664062,130.80850219726562,110.37806701660156,53.84908208172596,44.17285650912257,63.90123872867017,486.0536458333336,0.011223495336196966,0.08330878851584043,0.8968875588689749,15.43661151960785,1
41922.5,881.060962677002,229,256,0.89453125,117.08341979980469,125.79374694824219,93.86380004882812,61.33022923141108,51.53253761880472,66.73523703539949,523.298805147059,0.011315064529791299,0.10706551964512495,0.9145235216765505,15.032536764705887,1
39714.5,893.7228691577911,256,216,1.1851851851851851,119.76283264160156,126.056396484375,97.6319580078125,44.80622557362819,39.38402510783227,58.68062398712004,224.16760110294126,0.014404776655941509,0.12480148413551351,0.9352456537373754,10.136780024509807,1
45272.0,955.9655103683472,256,221,1.158371040723982,103.79849243164062,119.8406982421875,94.24186706542969,58.96943919073188,45.520540885200475,63.561038160007534,214.16645220588242,0.015488503544252468,0.14777919064719075,0.9589713437695435,9.493719362745098,1
41282.0,946.1909055709839,256,256,1.0,116.83619689941406,125.28474426269531,96.20724487304688,58.171810810419025,50.547340697012174,61.545023395780795,530.6465992647063,0.014155729702138803,0.1246976097965107,0.9058352085055409,15.078982843137261,1
38464.0,952.132030248642,256,256,1.0,107.29841613769531,114.19180297851562,93.20298767089844,58.63708799310972,45.076709899216645,59.14929792321439,407.5162837009806,0.011650715015891693,0.10166969678521244,0.9194518112558974,13.728385416666669,1
48264.5,917.438599228859,256,216,1.1851851851851851,111.78388977050781,129.9816131591797,102.03440856933594,55.325441833030816,44.94274631379176,60.3625057595592,211.2003676470589,0.014566415907556975,0.1577854749103448,0.955247849494866,9.284129901960785,1
37730.5,945.7472537755966,256,256,1.0,108.81741333007812,119.36070251464844,103.47230529785156,47.293207532988895,36.07585848188114,50.11594067131396,245.0079963235295,0.016346895589619714,0.13534848300317098,0.9241041055344018,10.571875000000002,1
36998.0,851.0193334817886,256,209,1.2248803827751196,117.22634887695312,129.25653076171875,105.59440612792969,64.30047030367501,50.450514193593506,63.84693963124605,598.9688112745101,0.011242808125339716,0.09374573697628441,0.9027497462218174,16.446783088235296,1
40996.0,993.1614676713943,256,256,1.0,114.51095581054688,122.50543212890625,101.83549499511719,39.385786463905625,31.56424376036674,47.455840047687374,217.32322303921583,0.014617426505140441,0.11394806046251947,0.9083938538035131,10.459160539215691,1
28207.0,820.6173106431961,228,226,1.008849557522124,119.28981018066406,128.13003540039062,104.15470886230469,48.072960499404935,35.48950122557314,54.35873028062406,363.382230392157,0.012455362994825843,0.0960826886639998,0.8859021211827702,13.485355392156869,1
38797.0,861.1614674329758,256,217,1.1797235023041475,128.89772033691406,134.37164306640625,117.94766235351562,51.35932262440678,40.653930553139304,56.72702522302375,168.57040441176474,0.017411360457834972,0.18071103060495125,0.95830479771026,8.362285539215685,1
41207.0,909.9066346883774,256,229,1.1179039301310043,110.81428527832031,121.06962585449219,80.11630249023438,47.51911921608422,35.66339704019292,61.10983962604869,316.87904411764725,0.013243757435561514,0.10631140717737556,0.9040182142289105,12.425857843137258,1
37926.0,907.2447271347046,256,229,1.1179039301310043,119.54188537597656,128.042724609375,102.7947998046875,48.48066609605557,33.399652383581504,55.04361042742112,149.25324754901965,0.01676485033370001,0.16364312383729798,0.9489469485331511,7.8940870098039255,1
40048.0,882.0731546878815,256,228,1.1228070175438596,121.90869140625,109.14224243164062,90.80732727050781,52.381363818954505,37.421045221760956,48.53938756729205,96.98095894607845,0.02256925411604973,0.22300043516201362,0.9734081267371223,5.941743259803921,1
29792.0,962.499561548233,230,228,1.0087719298245614,112.67195129394531,114.54913330078125,92.591552734375,39.524033640846234,29.666661526595778,47.539758154638484,109.28316482843138,0.02031182994340368,0.18678483668225931,0.9491573762318023,6.676118259803921,1
35721.0,964.1909055709839,256,230,1.1130434782608696,125.62828063964844,129.73306274414062,104.86993408203125,52.64936457333487,44.82863356520807,62.90476395293261,534.7976868872552,0.011032996166607039,0.07970191997723113,0.8840770323356021,16.27820159313726,1
43092.5,983.948264837265,256,256,1.0,100.03466796875,117.76063537597656,89.71456909179688,52.330046777071935,40.52160747942281,55.80135080889201,388.2384037990198,0.011317096745250069,0.09233300321313725,0.9027038355815109,13.912576593137262,1
45169.0,880.3919157981873,256,219,1.1689497716894977,114.20671081542969,128.62637329101562,109.27134704589844,50.71229192469016,39.94576312889167,52.33674825422936,241.32500000000005,0.01559209789160074,0.12589450746107533,0.9367040990129719,10.434865196078432,1
33438.0,931.2447288036346,256,256,1.0,106.94918823242188,109.51284790039062,94.08537292480469,57.7202292058038,42.88418439484133,59.745206803557416,195.31072303921576,0.017064920040586948,0.16742232546902425,0.9590385661613514,8.926348039215688,1
35543.5,809.9726498126984,227,223,1.0179372197309418,110.62098693847656,120.03097534179688,102.29316711425781,45.95131008776367,33.6593094666303,50.97195327285726,308.5889093137256,0.013160288030021854,0.09558626483664331,0.8964457140731585,12.479993872549024,1
40500.5,933.5807336568832,256,205,1.248780487804878,134.75628662109375,142.41453552246094,108.84588623046875,48.30349808023213,37.4177481972025,63.507392206835554,105.30212928921571,0.024218759689199496,0.23015153323833745,0.9698978547811549,6.169378063725489,1
43464.0,949.7056243419647,256,256,1.0,106.55873107910156,122.78921508789062,88.91984558105469,65.74969481702132,53.10974652014183,66.96338005222069,404.8859375000002,0.013948541914838448,0.13608228892817142,0.9389416499818749,13.087438725490198,1
39564.5,992.1492749452591,256,227,1.1277533039647578,105.45622253417969,106.02474975585938,87.76518249511719,35.91439568162138,29.28823202090769,39.776428916946635,202.78792892156872,0.01652780164607013,0.12834811535796975,0.8819534031407326,9.890778186274513,1
40304.0,970.5340517759323,256,256,1.0,112.36801147460938,114.72607421875,97.84548950195312,39.443730374983545,30.94912938494228,43.975817437863036,298.7623314950982,0.013408249436241885,0.09145474880227521,0.8648947182283869,12.38316482843138,1
36912.0,821.3624786138535,220,229,0.9606986899563319,134.7606964111328,143.19163513183594,120.39768981933594,46.84749420887689,32.91346266179437,59.63148984768918,186.14413296568634,0.014750947405554117,0.12452539247697413,0.9373598763490703,9.55369178921569,1
51721.5,1030.2081500291824,256,256,1.0,104.04103088378906,115.62313842773438,91.59013366699219,37.13168463186614,30.77454278152626,43.65607761233641,165.3840226715687,0.017477050187930984,0.1491238979196593,0.9224357413527075,8.760278799019613,1
